Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
Apartamento;Vicente de Carvalho;2;0;0;35;600.0;;;;Apartamento
Conjunto Comercial/Sala;Curicica;0;1;0;18;360.0;700.0;55.0;61.94;Apartamento
Casa Comercial;Flamengo;8;8;2;1000;28000.0;;300.0;;Apartamento
Apartamento;Maracanã;1;0;1;30;2500.0;230.0;;;Apartamento
Apartamento;Lagoa;3;1;1;130;4100.0;1700.0;3100.0;68.46;Apartamento
Apartamento;Tijuca;2;1;0;64;1800.0;980.0;49.0;44.2;Apartamento
Apartamento;Praça da Bandeira;2;1;0;72;2000.0;703.0;97.0;38.89;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;85;5000.0;1800.0;600.0;87.06;Apartamento
Apartamento;Copacabana;3;2;1;156;5500.0;1600.0;320.0;47.56;Apartamento
Casa;Méier;2;0;0;57;900.0;;;;Casa
Apartamento;Lagoa;4;4;2;480;12500.0;2800.0;610.0;33.15;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;28;800.0;731.0;;;Apartamento
Apartamento;Freguesia (Ilha do Governador);1;0;0;40;800.0;150.0;;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;70;2499.0;;196.0;;Apartamento
Quitinete;Copacabana;1;0;0;28;1000.0;567.0;;;Apartamento
Apartamento;Taquara;2;0;0;52;900.0;528.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;140;5000.0;4393.0;730.0;72.31;Apartamento
Conjunto Comercial/Sala;Flamengo;0;3;0;173;17391.0;4584.0;716.0;131.16;Apartamento
Apartamento;Copacabana;2;2;2;180;17000.0;6704.0;740.0;135.8;Apartamento
Quitinete;Botafogo;1;0;0;20;1100.0;481.0;29.0;80.5;Apartamento
Apartamento;Vila Isabel;2;1;0;65;2000.0;494.0;69.0;39.43;Apartamento
Apartamento;Ipanema;2;0;0;70;3100.0;700.0;223.0;57.47;Apartamento
Apartamento;Pechincha;2;1;0;50;1000.0;385.0;13.0;27.96;Apartamento
Loja/Salão;Méier;0;0;0;200;6000.0;;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;200;10000.0;6988.0;880.0;89.34;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;29;700.0;308.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3900.0;1100.0;450.0;27.25;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;29;900.0;420.0;125.0;49.83;Apartamento
Apartamento;Vila Isabel;2;1;0;60;1400.0;349.0;46.0;29.92;Apartamento
Apartamento;Leblon;3;0;3;170;10000.0;1200.0;590.0;69.35;Apartamento
Apartamento;Lagoa;1;1;0;70;3000.0;1135.0;260.0;62.79;Apartamento
Apartamento;Jardim Botânico;1;1;1;60;2500.0;1400.0;110.0;66.83;Apartamento
Quitinete;Centro;0;0;0;30;1000.0;480.0;;;Apartamento
Apartamento;Ipanema;4;2;1;230;6500.0;2800.0;674.0;43.37;Apartamento
Conjunto Comercial/Sala;Botafogo;0;20;0;716;53700.0;21974.0;3300.0;110.3;Apartamento
Apartamento;Copacabana;2;0;0;63;2000.0;687.0;67.0;43.71;Apartamento
Apartamento;Flamengo;4;0;0;290;9000.0;1800.0;710.0;39.69;Apartamento
Quitinete;Flamengo;1;0;0;28;1300.0;350.0;25.0;59.82;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;128;13000.0;1093.0;;;Apartamento
Apartamento;Barra da Tijuca;4;3;1;144;5000.0;1632.0;355.0;48.52;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;143;7500.0;1424.0;219.0;63.94;Apartamento
Casa Comercial;Vila Isabel;0;3;0;80;2500.0;;290.0;;Apartamento
Apartamento;Cidade Nova;4;0;0;110;1300.0;;;;Apartamento
Loja/Salão;Copacabana;0;0;0;103;1550.0;1625.0;;;Apartamento
Apartamento;Copacabana;4;0;1;135;12500.0;1242.0;;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;5000.0;1100.0;2000.0;81.0;Apartamento
Apartamento;Copacabana;3;0;1;189;2500.0;1406.0;290.0;22.2;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;340;10000.0;1100.0;550.0;34.26;Apartamento
Apartamento;Bonsucesso;2;0;0;49;980.0;350.0;;;Apartamento
Apartamento;Laranjeiras;3;1;1;130;4000.0;1400.0;212.0;43.17;Apartamento
Apartamento;Tijuca;1;1;0;64;1850.0;738.0;123.0;42.36;Apartamento
Apartamento;Barra da Tijuca;2;1;1;115;4500.0;2450.0;460.0;64.43;Apartamento
Apartamento;Copacabana;1;0;1;22;1500.0;490.0;37.0;92.14;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;1200.0;525.0;;;Apartamento
Apartamento;Vila Valqueire;3;1;0;97;1700.0;330.0;1.0;20.94;Apartamento
Apartamento;Praça da Bandeira;1;0;0;55;1300.0;150.0;36.0;27.02;Apartamento
Apartamento;Leblon;3;1;0;90;4450.0;900.0;200.0;61.67;Apartamento
Quitinete;Centro;1;0;0;25;800.0;200.0;25.0;41.0;Apartamento
Casa;Centro;5;3;0;233;3000.0;;659.0;;Casa
Apartamento;Ipanema;3;2;1;200;9900.0;1200.0;500.0;58.0;Apartamento
Apartamento;Recreio dos Bandeirantes;1;0;0;50;900.0;100.0;62.0;21.24;Apartamento
Apartamento;Ipanema;2;1;2;200;10500.0;1320.0;691.0;62.56;Apartamento
Apartamento;Oswaldo Cruz;1;1;0;50;650.0;227.0;;;Apartamento
Conjunto Comercial/Sala;Itanhangá;0;1;0;28;900.0;383.0;105.0;49.57;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;26;800.0;480.0;33.0;50.5;Apartamento
Apartamento;Santa Teresa;2;0;0;95;2000.0;230.0;;;Apartamento
Apartamento;Copacabana;3;0;1;120;4000.0;1400.0;298.0;47.48;Apartamento
Apartamento;Barra da Tijuca;4;4;4;292;25000.0;5000.0;13000.0;147.26;Apartamento
Loja/Salão;Campo Grande;0;0;0;70;2500.0;;115.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;80;1400.0;950.0;100.0;30.62;Apartamento
Apartamento;Ipanema;3;0;0;85;3500.0;895.0;223.0;54.33;Apartamento
Apartamento;Barra da Tijuca;3;3;3;150;4800.0;1000.0;;;Apartamento
Apartamento;Gávea;3;0;1;112;3000.0;1096.0;;;Apartamento
Apartamento;Tijuca;3;2;1;180;1500.0;2000.0;284.0;21.02;Apartamento
Apartamento;Copacabana;4;1;0;230;5000.0;1850.0;510.0;32.0;Apartamento
Loja/Salão;Ipanema;0;0;0;210;28000.0;;2600.0;;Apartamento
Apartamento;Barra da Tijuca;4;2;1;300;9000.0;3200.0;1200.0;44.67;Apartamento
Apartamento;Vila Kosmos;2;0;0;65;1000.0;250.0;;;Apartamento
Casa Comercial;Botafogo;0;0;0;280;16000.0;;1166.0;;Apartamento
Casa de Condomínio;Campo Grande;1;0;0;50;700.0;;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1800.0;1400.0;;;Apartamento
Galpão/Depósito/Armazém;Andaraí;0;0;0;750;10900.0;;1100.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;30;1500.0;250.0;;;Apartamento
Apartamento;Taquara;2;1;0;50;1200.0;300.0;13.0;30.26;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;100;4000.0;1613.0;217.0;58.3;Apartamento
Apartamento;Laranjeiras;3;0;0;108;2600.0;810.0;;;Apartamento
Apartamento;Ipanema;4;2;1;210;10500.0;2808.0;570.0;66.09;Apartamento
Apartamento;Gávea;4;1;1;132;5500.0;1660.0;391.0;57.2;Apartamento
Apartamento;São Cristóvão;2;1;0;80;1500.0;438.0;125.0;25.79;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;405;16000.0;4742.0;1382.0;54.63;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;5;0;1435;35888.0;;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;484;10000.0;7071.0;1745.0;38.88;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2000.0;1060.0;266.0;46.19;Apartamento
Conjunto Comercial/Sala;Botafogo;0;1;0;235;11750.0;11000.0;3080.0;109.91;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;56;2400.0;1500.0;;;Apartamento
Apartamento;Ipanema;3;1;2;100;7000.0;800.0;174.0;79.74;Apartamento
Apartamento;Ipanema;2;1;0;68;2700.0;750.0;86.0;52.0;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;30;1000.0;2500.0;619.0;137.3;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;11;0;500;22000.0;5500.0;1500.0;58.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2500.0;1180.0;2096.0;60.8;Apartamento
Apartamento;Andaraí;1;1;0;60;1400.0;510.0;51.0;32.68;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;500.0;540.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;843.0;47.0;70.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;47;1300.0;1006.0;203.0;53.38;Apartamento
Apartamento;Ipanema;4;1;4;470;55000.0;7500.0;3200.0;139.79;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;900.0;145.0;51.86;Apartamento
Apartamento;Copacabana;3;1;2;250;12000.0;1020.0;200.0;52.88;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;160;1850.0;1450.0;180.0;21.75;Apartamento
Apartamento;Humaitá;3;2;1;100;4300.0;1545.0;297.0;61.42;Apartamento
Apartamento;Jardim Sulacap;2;1;0;56;830.0;270.0;;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;30;1399.0;744.0;112.0;75.17;Apartamento
Loja/Salão;Campo Grande;0;14;0;349;20000.0;230.0;1148.0;61.26;Apartamento
Apartamento;Ipanema;2;1;1;60;10000.0;2000.0;3600.0;260.0;Apartamento
Apartamento;Engenho de Dentro;2;0;0;65;800.0;285.0;;;Apartamento
Apartamento;Botafogo;1;1;1;60;3800.0;1275.0;80.0;85.92;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;2600.0;700.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;600.0;412.0;112.0;51.09;Apartamento
Apartamento;Ipanema;3;1;1;140;7300.0;2900.0;500.0;76.43;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;501;69600.0;15710.0;3100.0;176.47;Apartamento
Apartamento;Copacabana;2;1;0;80;3500.0;1100.0;101.0;58.76;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;21;600.0;350.0;;;Apartamento
Casa;Jacarepaguá;3;2;1;239;3750.0;;;;Casa
Apartamento;Botafogo;4;2;3;161;4500.0;2298.0;501.0;45.34;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;480.0;142.0;49.03;Apartamento
Prédio Inteiro;Maracanã;0;200;0;5577;35000.0;;13400.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;30;900.0;909.0;75.0;62.8;Apartamento
Apartamento;Copacabana;2;0;1;70;4900.0;1500.0;550.0;99.29;Apartamento
Apartamento;Ipanema;3;1;2;110;10000.0;750.0;230.0;99.82;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;377;6000.0;;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;84;2000.0;750.0;205.0;35.18;Apartamento
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0;57.86;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;360;7000.0;5700.0;1250.0;38.75;Apartamento
Loja/Salão;Barra da Tijuca;0;3;0;207;11395.0;5589.0;2938.0;96.24;Apartamento
Apartamento;Barra da Tijuca;4;3;4;225;7600.0;2800.0;530.0;48.58;Apartamento
Conjunto Comercial/Sala;Ipanema;0;4;0;323;29000.0;7700.0;2000.0;119.81;Apartamento
Quitinete;Botafogo;1;0;0;21;800.0;350.0;;;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;55;1000.0;;;;Apartamento
Apartamento;Ipanema;3;0;1;110;6000.0;1050.0;320.0;67.0;Apartamento
Apartamento;Copacabana;1;1;0;70;2500.0;765.0;;;Apartamento
Flat;Botafogo;1;1;0;50;2500.0;1250.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;150;5900.0;650.0;;;Apartamento
Galpão/Depósito/Armazém;Taquara;0;15;0;1200;27000.0;;1400.0;;Apartamento
Apartamento;Leme;2;0;0;88;3000.0;715.0;225.0;44.77;Apartamento
Apartamento;Colégio;2;0;1;90;1000.0;;;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;170;5900.0;918.0;6487.0;78.26;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;1202;90150.0;33055.0;4207.0;106.0;Apartamento
Apartamento;Lagoa;3;2;1;117;7500.0;977.0;456.0;76.35;Apartamento
Apartamento;Irajá;2;0;0;65;1000.0;260.0;;;Apartamento
Loja/Salão;Centro;0;0;0;130;3500.0;133.0;675.0;33.14;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;51;1700.0;953.0;;;Apartamento
Apartamento;Oswaldo Cruz;2;0;0;55;930.0;140.0;;;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;5;4;500;10500.0;1000.0;;;Apartamento
Apartamento;Ipanema;2;1;2;86;13300.0;;;;Apartamento
Apartamento;Laranjeiras;3;1;0;100;3500.0;785.0;115.0;44.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;750.0;378.0;85.0;55.14;Apartamento
Apartamento;Barra da Tijuca;3;3;3;127;6900.0;2740.0;648.0;81.01;Apartamento
Apartamento;Gávea;2;0;0;84;2700.0;768.0;132.0;42.86;Apartamento
Apartamento;Lagoa;3;1;1;104;4500.0;1382.0;337.0;59.8;Apartamento
Apartamento;Copacabana;1;0;0;36;1400.0;720.0;70.0;60.83;Apartamento
Apartamento;Botafogo;3;2;1;120;3500.0;1150.0;264.0;40.95;Apartamento
Apartamento;Lagoa;3;2;1;117;4900.0;1217.0;648.0;57.82;Apartamento
Apartamento;Barra da Tijuca;3;3;2;267;12800.0;4400.0;10000.0;101.87;Apartamento
Quitinete;Botafogo;1;0;0;28;1100.0;481.0;25.0;57.36;Apartamento
Loja/Salão;Botafogo;0;0;0;463;33379.0;4687.0;;;Apartamento
Casa;Campo Grande;2;1;0;80;900.0;;;;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;850.0;1185.0;136.0;54.28;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;35;2300.0;1075.0;259.0;103.83;Apartamento
Apartamento;Icaraí;4;3;2;150;2300.0;1917.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;3500.0;850.0;500.0;89.81;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;220;7500.0;2500.0;1160.0;50.73;Apartamento
Galpão/Depósito/Armazém;Pilares;0;0;0;220;2000.0;;180.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;58;1100.0;440.0;39.0;27.22;Apartamento
Apartamento;Barra da Tijuca;3;2;1;145;4500.0;1500.0;380.0;44.0;Apartamento
Apartamento;Leblon;4;2;2;250;17000.0;3500.0;1000.0;86.0;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;300;20000.0;6500.0;1230.0;92.43;Apartamento
Apartamento;Ipanema;3;1;1;240;10000.0;2810.0;519.0;55.54;Apartamento
Quitinete;Copacabana;1;0;0;25;1000.0;385.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;245;20000.0;6495.0;1453.0;114.07;Apartamento
Apartamento;Copacabana;2;1;0;67;2300.0;757.0;152.0;47.9;Apartamento
Conjunto Comercial/Sala;Centro;0;12;0;2190;153318.0;;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;2500.0;1350.0;250.0;44.09;Apartamento
Casa Comercial;Botafogo;0;1;0;118;10000.0;;627.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;77;2850.0;1459.0;;;Apartamento
Quitinete;Botafogo;0;0;0;24;1100.0;417.0;;;Apartamento
Loft;Leblon;1;1;1;60;4700.0;2000.0;;;Apartamento
Apartamento;Barra da Tijuca;3;3;3;280;12000.0;2480.0;580.0;53.79;Apartamento
Apartamento;Pechincha;2;1;1;69;1350.0;707.0;73.0;30.87;Apartamento
Apartamento;Ipanema;3;1;1;150;4800.0;1400.0;252.0;43.01;Apartamento
Apartamento;Lagoa;2;1;1;110;6900.0;1200.0;230.0;75.73;Apartamento
Conjunto Comercial/Sala;Flamengo;0;0;0;34;1200.0;948.0;171.0;68.21;Apartamento
Apartamento;Barra da Tijuca;3;2;3;170;6000.0;1700.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;392;25468.0;12147.0;1324.0;99.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;72;1800.0;930.0;212.0;40.86;Apartamento
Apartamento;Laranjeiras;3;4;1;150;5200.0;1100.0;10.0;42.07;Apartamento
Apartamento;Centro;1;0;0;40;1300.0;400.0;;;Apartamento
Apartamento;Copacabana;2;0;1;100;2300.0;1340.0;159.0;37.99;Apartamento
Apartamento;Barra da Tijuca;4;3;1;296;17000.0;5583.0;16622.0;132.45;Apartamento
Apartamento;Barra da Tijuca;2;1;2;83;6500.0;;;;Apartamento
Loja/Salão;Barra da Tijuca;0;16;0;1200;96000.0;12900.0;17500.0;105.33;Apartamento
Casa de Condomínio;Taquara;2;1;0;55;1000.0;450.0;;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1200.0;480.0;140.0;72.8;Apartamento
Apartamento;Copacabana;3;1;1;104;3800.0;1115.0;220.0;49.38;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;195;5500.0;1800.0;675.0;40.9;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;97;1991.0;1050.0;;;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;2500.0;1300.0;;;Apartamento
Casa;Recreio dos Bandeirantes;4;3;1;316;4600.0;830.0;;;Casa
Casa;Jardim Botânico;4;4;3;450;20000.0;;1750.0;;Casa
Conjunto Comercial/Sala;Botafogo;0;17;0;757;102217.0;28394.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;187;3500.0;1500.0;;;Apartamento
Apartamento;Copacabana;3;1;0;100;4000.0;700.0;180.0;48.8;Apartamento
Galpão/Depósito/Armazém;Guadalupe;0;0;0;5000;15000.0;;;;Apartamento
Quitinete;Estácio;0;0;0;15;700.0;;;;Apartamento
Apartamento;Leblon;1;1;0;30;3000.0;411.0;80.0;116.37;Apartamento
Apartamento;Copacabana;3;1;0;100;3900.0;970.0;110.0;49.8;Apartamento
Casa Comercial;Campo Grande;0;0;0;100;13000.0;;;;Apartamento
Conjunto Comercial/Sala;Centro;1;0;0;25;700.0;321.0;107.0;45.12;Apartamento
Apartamento;Tijuca;2;0;0;80;1700.0;455.0;28.0;27.29;Apartamento
Apartamento;Centro;1;1;0;52;1500.0;550.0;60.0;40.58;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;585;52650.0;14625.0;2925.0;120.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;50;1500.0;361.0;84.0;38.9;Apartamento
Apartamento;Urca;2;0;1;100;4400.0;373.0;;;Apartamento
Apartamento;Botafogo;2;0;0;62;2800.0;790.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;179;9900.0;3468.0;1390.0;82.45;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;38;600.0;554.0;79.0;32.45;Apartamento
Galpão/Depósito/Armazém;Olaria;0;0;0;1676;15000.0;;2774.0;;Apartamento
Apartamento;Flamengo;2;1;1;87;2900.0;1400.0;350.0;53.45;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;68;2000.0;1347.0;2701.0;88.94;Apartamento
Galpão/Depósito/Armazém;Pavuna;0;20;0;7933;142799.0;49468.0;9609.0;25.45;Apartamento
Apartamento;Humaitá;3;1;1;103;4000.0;1100.0;151.0;50.98;Apartamento
Apartamento;Jardim Sulacap;1;0;0;72;880.0;;13.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2100.0;800.0;1900.0;56.47;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;3;622;10000.0;1390.0;1486.0;20.7;Apartamento
Apartamento;Tijuca;2;1;1;87;2800.0;950.0;164.0;44.99;Apartamento
Apartamento;Copacabana;4;2;1;255;5900.0;1900.0;373.0;32.05;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;2964;359632.0;77065.0;;;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;3100.0;720.0;53.28;Apartamento
Flat;Ipanema;2;2;2;90;7500.0;2494.0;312.0;114.51;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;135;10000.0;4895.0;1500.0;121.44;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1350.0;900.0;150.0;80.0;Apartamento
Apartamento;Ipanema;4;1;3;168;7000.0;2400.0;3067.0;74.21;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;90;4000.0;2170.0;583.0;75.03;Apartamento
Apartamento;Vargem Pequena;2;1;1;70;1800.0;857.0;;;Apartamento
Loja Shopping/ Ct Comercial;Freguesia (Jacarepaguá);0;1;0;70;3000.0;1464.0;312.0;68.23;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;25;2200.0;460.0;27.0;107.48;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;427;13000.0;14027.0;;;Apartamento
Apartamento;Santa Teresa;1;0;0;35;800.0;400.0;;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;34;800.0;691.0;83.0;46.29;Apartamento
Apartamento;Barra da Tijuca;3;2;3;104;2600.0;740.0;240.0;34.42;Apartamento
Apartamento;Ipanema;3;1;1;102;4200.0;2095.0;485.0;66.47;Apartamento
Loja/Salão;Botafogo;0;0;0;585;60000.0;90.0;450.0;103.49;Apartamento
Apartamento;Flamengo;5;2;1;340;8700.0;2700.0;150.0;33.97;Apartamento
Loja/Salão;Barra da Tijuca;0;10;0;1878;129600.0;22150.0;;;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;29;2000.0;1044.0;371.0;117.76;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;219;12000.0;3229.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;22;0;800;45000.0;29000.0;;;Apartamento
Apartamento;Leblon;3;2;1;130;6000.0;2360.0;597.0;68.9;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1200.0;523.0;168.0;75.64;Apartamento
Apartamento;Maria da Graça;2;0;0;74;1100.0;300.0;118.0;20.51;Apartamento
Apartamento;Centro;1;0;0;60;2000.0;500.0;;;Apartamento
Quitinete;Gardênia Azul;1;0;0;25;490.0;15.0;;;Apartamento
Apartamento;Barra da Tijuca;4;3;2;224;7600.0;2237.0;768.0;47.34;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;5;0;180;12000.0;3600.0;1066.0;92.59;Apartamento
Apartamento;Ipanema;7;5;7;800;30000.0;11000.0;;;Apartamento
Casa;Pechincha;2;0;1;60;1550.0;100.0;;;Casa
Apartamento;Ipanema;2;1;0;82;3500.0;850.0;90.0;54.15;Apartamento
Apartamento;Copacabana;5;1;1;300;11000.0;2450.0;350.0;46.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;370;22000.0;;;;Apartamento
Apartamento;Leme;3;1;1;100;4800.0;1000.0;200.0;60.0;Apartamento
Loja/Salão;Braz de Pina;0;0;0;117;2350.0;;1421.0;;Apartamento
Loja/Salão;Vila Isabel;0;0;0;85;6500.0;;398.0;;Apartamento
Loja/Salão;Botafogo;0;0;0;20;500.0;575.0;;;Apartamento
Loja Shopping/ Ct Comercial;Leblon;0;0;0;20;1900.0;450.0;127.0;123.85;Apartamento
Apartamento;Ipanema;1;0;0;35;1600.0;315.0;30.0;55.57;Apartamento
Apartamento;Copacabana;3;1;1;145;5000.0;1576.0;24.0;45.52;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;5000.0;2445.0;807.0;63.48;Apartamento
Apartamento;Copacabana;2;0;0;45;3400.0;;;;Apartamento
Apartamento;Ilha do Governador;1;0;0;45;1000.0;355.0;20.0;30.56;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0;138.09;Apartamento
Casa Comercial;Urca;0;0;0;272;7000.0;;2225.0;;Apartamento
Apartamento;Lagoa;3;2;1;252;8800.0;1900.0;600.0;44.84;Apartamento
Apartamento;Ipanema;2;1;1;80;15000.0;3600.0;;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;168;2199.0;1600.0;;;Apartamento
Apartamento;Rio Comprido;2;1;1;75;1300.0;850.0;;;Apartamento
Conjunto Comercial/Sala;Pechincha;0;1;0;30;600.0;450.0;;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;434;7500.0;2694.0;1150.0;26.14;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0;43.19;Apartamento
Apartamento;Guaratiba;2;1;1;50;950.0;;;;Apartamento
Apartamento;Vila Isabel;2;1;1;86;1500.0;834.0;86.0;28.14;Apartamento
Casa de Condomínio;Vargem Grande;5;3;5;300;6000.0;1300.0;200.0;25.0;Apartamento
Apartamento;Ipanema;3;1;2;130;15000.0;1400.0;600.0;130.77;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;165;6000.0;3000.0;900.0;60.0;Apartamento
Casa;Taquara;3;1;1;106;2300.0;180.0;57.0;23.93;Casa
Apartamento;Ipanema;3;1;1;105;4500.0;1427.0;239.0;58.72;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;42;1200.0;450.0;120.0;42.14;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;144;3500.0;670.0;350.0;31.39;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1450.0;500.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;54;1240.0;580.0;132.0;36.15;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1600.0;856.0;111.0;40.75;Apartamento
Apartamento;Leblon;3;2;0;180;5000.0;3900.0;480.0;52.11;Apartamento
Apartamento;Barra da Tijuca;3;2;1;141;4800.0;1785.0;;;Apartamento
Apartamento;Centro;2;0;0;75;2500.0;662.0;80.0;43.23;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;900.0;432.0;;;Apartamento
Apartamento;Copacabana;2;1;2;160;4000.0;1350.0;;;Apartamento
Apartamento;Jacarepaguá;2;1;1;55;1500.0;450.0;50.0;36.36;Apartamento
Apartamento;Grajaú;2;1;1;71;980.0;646.0;97.0;24.27;Apartamento
Apartamento;Ipanema;4;2;1;160;7000.0;1750.0;;;Apartamento
Apartamento;Ipanema;3;1;1;160;7800.0;1317.0;493.0;60.06;Apartamento
Apartamento;Tijuca;2;0;0;33;1500.0;641.0;25.0;65.64;Apartamento
Apartamento;Jardim Botânico;2;1;1;90;4500.0;1500.0;338.0;70.42;Apartamento
