Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
Apartamento;Jacarepaguá;2;1;0;50;1200.0;447.0;135.0;35.64;Apartamento
Apartamento;Bonsucesso;1;0;0;35;850.0;;10.0;;Apartamento
Box/Garagem;Centro;0;0;0;9;100.0;446.0;;;Apartamento
Apartamento;Barra da Tijuca;1;1;0;56;1900.0;994.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;116;3000.0;1832.0;1291.0;52.78;Apartamento
Flat;Barra da Tijuca;1;1;1;52;6000.0;2100.0;340.0;162.31;Apartamento
Apartamento;Copacabana;1;0;1;32;1200.0;564.0;24.0;55.88;Apartamento
Flat;Ipanema;2;1;1;85;16000.0;3800.0;613.0;240.15;Apartamento
Apartamento;Jardim Botânico;3;2;1;150;5550.0;1900.0;400.0;52.33;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1600.0;750.0;60.0;34.43;Apartamento
Apartamento;Botafogo;1;1;0;50;1600.0;1080.0;160.0;56.8;Apartamento
Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;;;Apartamento
Apartamento;Leblon;2;1;1;93;4200.0;1128.0;250.0;59.98;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2300.0;900.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;423;8900.0;11500.0;1200.0;51.06;Apartamento
Apartamento;Barra da Tijuca;4;2;2;126;4500.0;1450.0;256.0;49.25;Apartamento
Apartamento;Jardim Botânico;2;0;0;68;2900.0;330.0;81.0;48.69;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;550.0;;;Apartamento
Quitinete;Copacabana;1;0;0;35;1800.0;350.0;57.0;63.06;Apartamento
Apartamento;Ipanema;2;0;0;90;3600.0;1200.0;140.0;54.89;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;30;800.0;387.0;;;Apartamento
Apartamento;Barra da Tijuca;4;2;4;160;3550.0;1800.0;4162.0;59.45;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;95;2300.0;400.0;180.0;30.32;Apartamento
Casa;Campo Grande;2;1;0;90;1300.0;;;;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;695.0;;;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;26;800.0;345.0;;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;40;2500.0;933.0;1284.0;117.92;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;24;750.0;357.0;150.0;52.38;Apartamento
Apartamento;Copacabana;3;0;0;136;3900.0;882.0;320.0;37.51;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;29;760.0;615.0;210.0;54.66;Apartamento
Apartamento;Copacabana;2;1;1;93;3200.0;800.0;200.0;45.16;Apartamento
Apartamento;Centro;2;0;0;50;1000.0;450.0;50.0;30.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;124;4000.0;1300.0;352.0;45.58;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;227;4000.0;3570.0;1300.0;39.07;Apartamento
Apartamento;Barra da Tijuca;2;1;0;70;3500.0;800.0;;;Apartamento
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;60;1200.0;1050.0;330.0;43.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;588;29431.0;10595.0;;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;500;10000.0;1050.0;1300.0;24.7;Apartamento
Apartamento;Barra da Tijuca;1;0;1;25;1625.0;735.0;140.0;100.0;Apartamento
Terreno Padrão;Botafogo;0;0;0;400;35000.0;;;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;46;1600.0;1000.0;300.0;63.04;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;5;0;550;38500.0;8800.0;1189.0;88.16;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;58;1300.0;1509.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;2500.0;600.0;;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;126;3999.0;1700.0;400.0;48.4;Apartamento
Apartamento;Flamengo;3;1;1;140;4000.0;634.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;43;370000.0;700.0;130.0;8623.95;Apartamento
Apartamento;Leblon;2;1;0;108;4500.0;1031.0;300.0;53.99;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;1200;45000.0;2100.0;25000.0;60.08;Apartamento
Casa de Condomínio;São Francisco Xavier;2;1;0;70;1100.0;;;;Apartamento
Apartamento;Leme;1;0;0;65;3000.0;590.0;90.0;56.62;Apartamento
Apartamento;Copacabana;4;0;4;220;12800.0;;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;950.0;1200.0;114.0;62.89;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2000.0;1000.0;200.0;32.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;1;0;0;60;2500.0;1260.0;370.0;68.83;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;81;2800.0;2200.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;75;2000.0;998.0;208.0;42.75;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;364;7500.0;4470.0;1968.0;38.29;Apartamento
Apartamento;Copacabana;3;1;1;150;3300.0;1016.0;351.0;31.11;Apartamento
Casa;Vaz Lobo;2;1;0;98;990.0;;;;Casa
Apartamento;Copacabana;3;0;1;130;3000.0;800.0;365.0;32.04;Apartamento
Casa Comercial;Campo Grande;2;0;1;50;25000.0;;;;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;70;900.0;200.0;;;Apartamento
Galpão/Depósito/Armazém;Cordovil;0;5;0;4000;42000.0;;478.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;4000.0;1030.0;150.0;64.75;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;980.0;70.0;47.86;Apartamento
Apartamento;Estácio;2;0;0;72;1100.0;425.0;13.0;21.36;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;1000.0;340.0;90.0;68.1;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;180.0;16.0;21.48;Apartamento
Loja/Salão;Centro;0;0;0;2500;35000.0;;2927.0;;Apartamento
Apartamento;Ipanema;3;3;3;169;8500.0;2760.0;885.0;71.86;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;0;0;28;550.0;;;;Apartamento
Apartamento;Botafogo;1;0;0;40;2000.0;400.0;25.0;60.62;Apartamento
Apartamento;Copacabana;1;0;0;51;1650.0;730.0;66.0;47.96;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;83;1800.0;616.0;186.0;31.35;Apartamento
Apartamento;Madureira;2;2;0;60;1500.0;455.0;;;Apartamento
Apartamento;Copacabana;3;1;0;130;6000.0;;;;Apartamento
Apartamento;Botafogo;3;1;3;108;6000.0;1380.0;364.0;71.7;Apartamento
Apartamento;Leme;1;0;0;50;1900.0;470.0;;;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1700.0;1355.0;299.0;49.32;Apartamento
Apartamento;Barra da Tijuca;2;1;1;104;4200.0;2600.0;540.0;70.58;Apartamento
Apartamento;Humaitá;3;2;1;105;5000.0;1550.0;415.0;66.33;Apartamento
Loft;Ipanema;1;0;0;36;2000.0;905.0;26.0;81.42;Apartamento
Conjunto Comercial/Sala;Copacabana;0;1;0;35;1650.0;711.0;177.0;72.51;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;70;1900.0;2100.0;250.0;60.71;Apartamento
Apartamento;Barra da Tijuca;3;3;3;160;6400.0;1300.0;300.0;50.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;32;450.0;566.0;122.0;35.56;Apartamento
Apartamento;Engenho de Dentro;2;1;0;70;1000.0;550.0;;;Apartamento
Apartamento;Barra da Tijuca;3;3;3;180;6600.0;1800.0;300.0;48.33;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;74;2500.0;300.0;170.0;40.14;Apartamento
Apartamento;Barra da Tijuca;4;3;4;231;12000.0;5600.0;11000.0;123.81;Apartamento
Apartamento;Vila Isabel;2;1;0;69;2200.0;518.0;101.0;40.86;Apartamento
Apartamento;Copacabana;2;1;1;81;3500.0;1050.0;230.0;59.01;Apartamento
Apartamento;Curicica;2;1;1;60;1200.0;680.0;80.0;32.67;Apartamento
Casa;Laranjeiras;3;2;1;300;7000.0;290.0;;;Casa
Flat;Barra da Tijuca;1;1;1;71;2100.0;1660.0;181.0;55.51;Apartamento
Apartamento;Copacabana;1;0;0;25;2800.0;;;;Apartamento
Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;45.71;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2300.0;700.0;120.0;34.67;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;39.4;Apartamento
Casa Comercial;Centro;0;0;0;42;900.0;1140.0;175.0;52.74;Apartamento
Apartamento;Praça da Bandeira;3;0;0;68;1600.0;550.0;48.0;32.32;Apartamento
Apartamento;Lagoa;2;1;1;110;6900.0;1100.0;;;Apartamento
Apartamento;Ipanema;2;1;0;70;3700.0;850.0;;;Apartamento
Apartamento;Ipanema;3;2;1;115;17000.0;3400.0;400.0;180.87;Apartamento
Casa;Pedra de Guaratiba;2;1;0;60;800.0;;;;Casa
Apartamento;Parada de Lucas;2;0;0;58;900.0;300.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;102;1800.0;847.0;217.0;28.08;Apartamento
Casa de Condomínio;Anil;5;0;3;520;4900.0;723.0;519.0;11.81;Apartamento
Apartamento;Catete;2;0;0;65;3200.0;455.0;75.0;57.38;Apartamento
Apartamento;Barra da Tijuca;4;2;3;218;5500.0;2675.0;7208.0;70.56;Apartamento
Apartamento;Jardim Guanabara;2;1;0;99;1600.0;330.0;;;Apartamento
Apartamento;Andaraí;1;0;0;50;1300.0;420.0;;;Apartamento
Casa de Condomínio;Itanhangá;4;4;4;600;20000.0;1800.0;;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;3000.0;925.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;5;299.0;;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;2000.0;1200.0;190.0;77.05;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;72;2200.0;840.0;595.0;50.49;Apartamento
Casa de Condomínio;Ilha do Governador;3;4;1;160;3500.0;;152.0;;Apartamento
Apartamento;Copacabana;2;0;0;92;3000.0;724.0;149.0;42.1;Apartamento
Conjunto Comercial/Sala;Largo do Machado;0;0;0;23;800.0;620.0;104.0;66.26;Apartamento
Apartamento;Barra da Tijuca;1;1;0;80;2000.0;2000.0;;;Apartamento
Apartamento;Copacabana;4;2;0;212;9000.0;1765.0;572.0;53.48;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;46;2200.0;662.0;264.0;67.96;Apartamento
Apartamento;Pilares;2;0;0;50;850.0;238.0;;;Apartamento
Apartamento;Copacabana;1;0;0;60;1600.0;540.0;27.0;36.12;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;5;0;1797;35943.0;;;;Apartamento
Casa;Laranjeiras;2;0;0;46;1850.0;179.0;29.0;44.74;Casa
Apartamento;Urca;2;0;0;75;2700.0;715.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;370;16500.0;13995.0;1605.0;86.76;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;110;2300.0;640.0;;;Apartamento
Quitinete;Vargem Grande;1;0;0;35;800.0;230.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1200.0;1000.0;112.0;46.24;Apartamento
Loja/Salão;Recreio dos Bandeirantes;0;1;0;150;5000.0;441.0;1500.0;46.27;Apartamento
Apartamento;Ipanema;3;1;1;170;7000.0;1500.0;419.0;52.46;Apartamento
Casa;Campo Grande;3;2;1;100;;;;;Casa
Apartamento;Copacabana;3;0;0;74;2500.0;750.0;152.0;45.97;Apartamento
Quitinete;Centro;1;0;0;35;650.0;398.0;;;Apartamento
Loja/Salão;Copacabana;0;0;0;22;3000.0;281.0;18.0;149.95;Apartamento
Apartamento;Jardim Botânico;2;1;0;120;4000.0;1200.0;250.0;45.42;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;300;60000.0;3000.0;196070.0;863.57;Apartamento
Apartamento;Anil;2;1;0;73;1390.0;540.0;15.0;26.64;Apartamento
Apartamento;Copacabana;4;2;2;436;17000.0;3550.0;13520.0;78.14;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;600.0;340.0;82.0;34.07;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;387.0;59.25;Apartamento
Flat;Ipanema;2;1;1;85;12000.0;4000.0;;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;25;1600.0;880.0;143.0;104.92;Apartamento
Apartamento;São Conrado;0;4;0;450;22000.0;;;;Apartamento
Apartamento;Leblon;3;2;1;150;8000.0;2360.0;597.0;73.05;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;260;7000.0;7068.0;5998.0;77.18;Apartamento
Apartamento;Laranjeiras;2;1;1;87;2800.0;1136.0;174.0;47.24;Apartamento
Apartamento;Méier;2;1;0;77;1100.0;331.0;51.0;19.25;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;60;900.0;300.0;10.0;20.17;Apartamento
Galpão/Depósito/Armazém;Copacabana;0;0;0;250;3500.0;1663.0;1341.0;26.02;Apartamento
Apartamento;Jacarepaguá;3;1;1;70;1600.0;650.0;12.0;32.31;Apartamento
Apartamento;Copacabana;1;0;0;51;1500.0;500.0;50.0;40.2;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;21;650.0;347.0;;;Apartamento
Apartamento;Praça Seca;3;1;0;48;850.0;293.0;13.0;24.08;Apartamento
Apartamento;Jardim Botânico;1;0;0;100;4700.0;;;;Apartamento
Casa;Santa Teresa;5;7;3;388;35000.0;;277.0;;Casa
Apartamento;Recreio dos Bandeirantes;5;4;4;700;9000.0;3000.0;2500.0;20.71;Apartamento
Apartamento;Gávea;3;1;3;144;8500.0;1800.0;310.0;73.68;Apartamento
Apartamento;Penha;2;0;0;80;1100.0;265.0;;;Apartamento
Loja/Salão;Copacabana;0;0;0;30;3000.0;680.0;328.0;133.6;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;1300.0;250.0;;;Apartamento
Loja/Salão;Centro;0;10;0;860;9800.0;;86.0;;Apartamento
Apartamento;Vila Isabel;2;0;0;55;1400.0;570.0;24.0;36.25;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;2308;115400.0;35800.0;;;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;23;700.0;523.0;;;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;1350.0;1400.0;705.0;69.1;Apartamento
Apartamento;Leblon;1;0;1;49;3500.0;536.0;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;15;680.0;;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;3500.0;1725.0;667.0;39.28;Apartamento
Apartamento;Leme;3;1;0;103;4100.0;1080.0;170.0;51.94;Apartamento
Apartamento;Leblon;3;1;2;150;9900.0;1570.0;400.0;79.13;Apartamento
Apartamento;Urca;2;1;0;70;3200.0;500.0;170.0;55.29;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;700.0;627.0;;;Apartamento
Apartamento;Tijuca;2;0;0;68;1800.0;400.0;24.0;32.71;Apartamento
Apartamento;Ipanema;2;1;0;85;4300.0;800.0;120.0;61.41;Apartamento
Apartamento;Leblon;3;1;1;115;6000.0;2100.0;582.0;75.5;Apartamento
Loja/Salão;Bangu;0;4;0;2400;160000.0;14884.0;3600.0;74.37;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;30;800.0;668.0;;;Apartamento
Apartamento;Tijuca;1;0;0;40;1100.0;450.0;24.0;39.35;Apartamento
Apartamento;Copacabana;3;2;1;140;4200.0;1650.0;230.0;43.43;Apartamento
Conjunto Comercial/Sala;Taquara;0;0;0;40;1000.0;;155.0;;Apartamento
Apartamento;Jardim Sulacap;2;0;0;56;960.0;240.0;;;Apartamento
Quitinete;Catete;1;0;0;30;2000.0;480.0;27.0;83.57;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;26;4500.0;2502.0;365.0;283.35;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;76;5500.0;1204.0;1240.0;104.53;Apartamento
Casa Comercial;Botafogo;0;3;0;433;17000.0;;28419.0;;Apartamento
Galpão/Depósito/Armazém;Centro;0;0;0;500;7500.0;;;;Apartamento
Apartamento;Humaitá;3;2;1;112;4700.0;1544.0;276.0;58.21;Apartamento
Flat;Leblon;1;1;1;70;4300.0;2000.0;500.0;97.14;Apartamento
Galpão/Depósito/Armazém;Barra da Tijuca;0;4;0;500;11000.0;;1000.0;;Apartamento
Apartamento;Barra da Tijuca;3;3;3;250;6500.0;2500.0;770.0;39.08;Apartamento
Apartamento;Turiaçu;2;0;1;42;900.0;;;;Apartamento
Apartamento;Ipanema;2;1;1;60;5000.0;1090.0;1144.0;120.57;Apartamento
Quitinete;Flamengo;0;0;0;30;900.0;447.0;29.0;45.87;Apartamento
Apartamento;Ipanema;4;2;1;370;13000.0;2200.0;970.0;43.7;Apartamento
Prédio Inteiro;Botafogo;0;30;0;3100;300000.0;;17283.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;32;0;880;60000.0;25000.0;3960.0;101.09;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;30;600.0;580.0;;;Apartamento
Apartamento;Copacabana;3;1;1;110;6000.0;850.0;;;Apartamento
Apartamento;Maracanã;3;1;1;92;2300.0;719.0;100.0;33.9;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;130;6000.0;2000.0;;;Apartamento
Loja Shopping/ Ct Comercial;Ipanema;0;1;0;32;2500.0;2243.0;458.0;162.53;Apartamento
Loja/Salão;Vila da Penha;0;0;0;85;6500.0;;398.0;;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;25;500.0;366.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;5;0;180;5000.0;6743.0;407.0;67.5;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0;21.5;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;3759;225540.0;84578.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;245;25000.0;8571.0;1598.0;143.55;Apartamento
Casa de Vila;Tijuca;2;0;0;78;1700.0;35.0;;;Apartamento
Flat;Ipanema;1;1;1;40;5500.0;;;;Apartamento
Apartamento;Laranjeiras;2;0;0;72;3200.0;400.0;;;Apartamento
Apartamento;Ipanema;3;1;0;120;4500.0;1528.0;151.0;51.49;Apartamento
Apartamento;Copacabana;1;0;0;35;1600.0;430.0;58.0;59.66;Apartamento
Apartamento;Leblon;3;1;1;110;5200.0;1400.0;180.0;61.64;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;1;194;4109.0;;;;Apartamento
Loja/Salão;Copacabana;0;0;0;220;12000.0;4100.0;3424.0;88.75;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;35;1500.0;500.0;;;Apartamento
Apartamento;Barra da Tijuca;3;3;3;266;12000.0;3700.0;692.0;61.62;Apartamento
Apartamento;Flamengo;2;1;0;65;1900.0;700.0;100.0;41.54;Apartamento
Apartamento;Barra da Tijuca;1;0;0;57;2500.0;1800.0;;;Apartamento
Apartamento;Lapa;2;0;0;60;1500.0;538.0;500.0;42.3;Apartamento
Quitinete;Copacabana;0;0;0;22;1100.0;493.0;25.0;73.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2400.0;1046.0;;;Apartamento
Quitinete;Leblon;0;0;0;50;2100.0;600.0;61.0;55.22;Apartamento
Apartamento;Centro;1;0;0;36;1500.0;592.0;88.0;60.56;Apartamento
Apartamento;Botafogo;2;0;1;90;4500.0;900.0;230.0;62.56;Apartamento
Apartamento;Ipanema;2;0;0;60;3500.0;752.0;1510.0;96.03;Apartamento
Apartamento;Leblon;4;3;4;256;15000.0;3080.0;1235.0;75.45;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;333;10000.0;9000.0;11359.0;91.17;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;34;500.0;1030.0;105.0;48.09;Apartamento
Conjunto Comercial/Sala;Flamengo;0;6;0;353;35306.0;9306.0;1454.0;130.5;Apartamento
Loja Shopping/ Ct Comercial;Freguesia (Jacarepaguá);0;1;0;50;2500.0;999.0;182.0;73.62;Apartamento
Loja/Salão;Botafogo;0;0;0;300;16000.0;1900.0;;;Apartamento
Apartamento;Barra da Tijuca;3;2;3;136;6400.0;1100.0;280.0;57.21;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;70;1000.0;200.0;20.0;17.43;Apartamento
Apartamento;Urca;2;0;0;64;2200.0;715.0;126.0;47.52;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;240;5000.0;7400.0;1302.0;57.09;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;2000.0;750.0;1612.0;161.56;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2250.0;1306.0;;;Apartamento
Loja/Salão;Campo Grande;0;0;0;300;7000.0;;;;Apartamento
Apartamento;Copacabana;3;1;1;257;8000.0;1848.0;709.0;41.08;Apartamento
Conjunto Comercial/Sala;Botafogo;0;1;0;100;11000.0;2800.0;800.0;146.0;Apartamento
Loja/Salão;Ramos;0;0;0;12;750.0;200.0;33.0;81.92;Apartamento
Apartamento;Irajá;2;1;0;80;1100.0;350.0;;;Apartamento
Apartamento;Santa Teresa;3;0;0;75;2000.0;570.0;;;Apartamento
Apartamento;Copacabana;2;0;0;76;2000.0;900.0;100.0;39.47;Apartamento
Apartamento;Ipanema;3;3;1;330;21000.0;4500.0;2200.0;83.94;Apartamento
Apartamento;Copacabana;3;1;0;140;3900.0;1250.0;243.0;38.52;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;800.0;350.0;;;Apartamento
Apartamento;Copacabana;4;2;1;132;5000.0;1600.0;197.0;51.49;Apartamento
Apartamento;Jacarepaguá;2;1;1;90;1950.0;650.0;150.0;30.56;Apartamento
Apartamento;Barra da Tijuca;3;3;3;247;14000.0;4200.0;1000.0;77.73;Apartamento
Apartamento;Praça Seca;2;1;0;57;750.0;488.0;14.0;21.96;Apartamento
Apartamento;Maracanã;1;0;0;50;1100.0;492.0;20.0;32.24;Apartamento
Apartamento;Copacabana;2;1;0;75;2800.0;950.0;130.0;51.73;Apartamento
Apartamento;Ipanema;2;1;1;85;4200.0;1160.0;151.0;64.84;Apartamento
Quitinete;Centro;1;0;0;30;750.0;330.0;25.0;36.83;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;63;1600.0;450.0;85.0;33.89;Apartamento
Apartamento;Ipanema;4;1;1;350;14000.0;2500.0;;;Apartamento
Apartamento;Grajaú;2;0;0;63;1400.0;180.0;25.0;25.48;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;140;5500.0;1450.0;495.0;53.18;Apartamento
Apartamento;Ipanema;5;3;4;806;90000.0;9170.0;6000.0;130.48;Apartamento
Apartamento;Ipanema;3;2;1;150;7000.0;2200.0;387.0;63.91;Apartamento
Apartamento;Copacabana;2;1;1;85;5300.0;1000.0;150.0;75.88;Apartamento
Apartamento;Jardim Botânico;1;1;0;72;3000.0;938.0;;;Apartamento
Apartamento;Botafogo;3;2;1;188;4500.0;1860.0;400.0;35.96;Apartamento
Flat;Barra da Tijuca;1;1;0;55;1800.0;3080.0;560.0;98.91;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;1100.0;;;Apartamento
Loja/Salão;Humaitá;0;0;0;52;5000.0;330.0;484.0;111.81;Apartamento
Apartamento;Copacabana;3;2;1;150;4500.0;1230.0;;;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;59.97;Apartamento
Apartamento;Tijuca;2;1;1;89;2200.0;820.0;;;Apartamento
Apartamento;São Conrado;2;1;1;85;4000.0;850.0;;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;980;22000.0;1400.0;800.0;24.69;Apartamento
Apartamento;Maracanã;3;0;0;75;1600.0;350.0;;;Apartamento
Box/Garagem;Centro;0;20;0;0;320.0;;;;Apartamento
Flat;Recreio dos Bandeirantes;2;1;1;60;2500.0;750.0;117.0;56.12;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;379;15160.0;5613.0;1843.0;59.67;Apartamento
Apartamento;Ipanema;2;1;1;100;15000.0;4250.0;588.0;198.38;Apartamento
Apartamento;Andaraí;3;1;0;59;1300.0;519.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;18;0;1600;160000.0;24000.0;;;Apartamento
Quitinete;Centro;1;0;0;25;700.0;292.0;24.0;40.64;Apartamento
Apartamento;Méier;2;0;0;70;1000.0;525.0;55.0;22.57;Apartamento
Apartamento;Recreio dos Bandeirantes;3;0;1;140;2200.0;653.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;47;1600.0;700.0;90.0;50.85;Apartamento
Apartamento;Leblon;2;1;0;110;3000.0;1300.0;200.0;40.91;Apartamento
Casa de Condomínio;Vargem Grande;2;1;0;75;2000.0;580.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;979.0;180.0;71.97;Apartamento
Apartamento;Lagoa;2;0;0;55;2200.0;880.0;125.0;58.27;Apartamento
Galpão/Depósito/Armazém;Engenho Novo;0;0;0;2200;35000.0;;;;Apartamento
Apartamento;Andaraí;2;1;0;75;1500.0;648.0;98.0;29.95;Apartamento
Apartamento;Barra da Tijuca;3;3;3;290;12000.0;3618.0;642.0;56.07;Apartamento
Apartamento;Copacabana;5;1;5;300;25000.0;2100.0;700.0;92.67;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;70;2000.0;1981.0;381.0;62.31;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;579;46335.0;8687.0;1737.0;98.03;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;980.0;;;Apartamento
Quitinete;Botafogo;1;0;0;21;1000.0;350.0;291.0;78.14;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;3711.0;;;;Apartamento
Apartamento;Vila Isabel;2;0;0;65;1000.0;436.0;21.0;22.42;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;320;8200.0;3000.0;1032.0;38.22;Apartamento
Apartamento;Jardim Botânico;3;1;1;110;4000.0;1207.0;337.0;50.4;Apartamento
Loja/Salão;Barra da Tijuca;0;10;0;693;55440.0;10395.0;;;Apartamento
Apartamento;Ipanema;1;0;0;39;2600.0;649.0;;;Apartamento
Apartamento;Botafogo;1;1;1;45;2650.0;800.0;200.0;81.11;Apartamento
Casa de Condomínio;Barra da Tijuca;3;2;0;230;5800.0;1400.0;440.0;33.22;Apartamento
Apartamento;Ipanema;2;0;1;82;7000.0;900.0;150.0;98.17;Apartamento
Apartamento;Barra da Tijuca;1;1;0;65;1300.0;1050.0;150.0;38.46;Apartamento
